Nome,Club,Stagione,Overall,Ruolo
Carlos Augusto,Monza,23,73,"ASA, ES, DC"
M. Lovato,Salernitana,23,73,DC
N. Fagioli,Juventus,23,73,"CC, COC, CDC"
M. Cancellieri,Lazio,23,73,"AD, AT"
A. Cordaz,Inter,23,72,POR
D. Padelli,Udinese,23,72,POR
T. Rincón,Sampdoria,23,72,"CC, CDC"
M. Jajalo,Udinese,23,72,"CDC, CC"
L. Marrone,Monza,23,72,DC
G. Donati,Monza,23,72,"DC, ADA"
L. Caldirola,Monza,23,72,DC
L. Tonelli,Empoli,23,72,DC
M. Bianchetti,Cremonese,23,72,DC
N. Murru,Sampdoria,23,72,TS
V. Chiricheș,Cremonese,23,72,DC
M. Benassi,Fiorentina,23,72,CC
P. Ciurria,Monza,23,72,"AT, ATT, CC"
A. Ferrari,Sampdoria,23,72,"DC, TD"
L. Henderson,Empoli,23,72,"CC, COC, AT"
A. Grassi,Empoli,23,72,"CC, CDC"
L. Venuti,Fiorentina,23,72,TD
C. Buonaiuto,Cremonese,23,72,"ES, COC"
S. Lovrič,Udinese,23,72,"CC, CDC"
K. Ehizibue,Udinese,23,72,TD
M. Fares,Lazio,23,72,"AS, ES"
José Machín,Monza,23,72,CC
D. Okereke,Cremonese,23,72,"ATT, AD, AS"
A. Reca,Spezia,23,72,"ASA, ES, TS"
E. Bohinen,Salernitana,23,72,"CC, CDC"
M. Castagnetti,Cremonese,23,72,"CDC, CC"
L. Zanimacchia,Cremonese,23,72,ED
M. Hongla,Hellas Verona,23,72,"CC, CDC"
F. Ballo-Touré,Milan,23,72,TS
A. Sabiri,Sampdoria,23,72,"COC, CC, ES"
A. Hrustić,Hellas Verona,23,72,"CC, CDC, ED"
A. Zerbin,Napoli,23,72,AS
T. Augello,Sampdoria,23,72,TS
E. Vignato,Bologna,23,72,COC
Rogério,Sassuolo,23,72,TS
L. Cacace,Empoli,23,72,"TS, ASA"
K. Thorstvedt,Sassuolo,23,72,"COC, CC"
J. Vásquez,Cremonese,23,72,"DC, TS"
G. Kyriakopoulos,Sassuolo,23,72,"TS, ES, AS"
M. Thiaw,Milan,23,72,DC
A. Álvarez Martínez,Sassuolo,23,72,ATT
A. Cambiaso,Bologna,23,72,"ASA, ES, ADA"
M. Satriano,Empoli,23,72,ATT
K. Asllani,Inter,23,72,"CDC, CC"
F. Miretti,Juventus,23,72,"CC, CDC"
J. Zoet,Spezia,23,71,POR
M. D'Alessandro,Monza,23,71,"ES, ED"
I. Nestorovski,Udinese,23,71,ATT
K. Djidji,Torino,23,71,DC
N. Gyömbér,Salernitana,23,71,DC
A. Blin,Lecce,23,71,"CDC, CC, DC"
S. Bastoni,Spezia,23,71,"CC, ES, TS"
V. Kovalenko,Spezia,23,71,"CC, COC"
Dalbert,Inter,23,71,"ASA, ES"
Ronaldo Vieira,Sampdoria,23,71,"CDC, CC"
D. Bronn,Salernitana,23,71,"DC, TD"
S. Lammers,Empoli,23,71,ATT
P. Mazzocchi,Salernitana,23,71,"ADA, ED, TD"
M. Çetin,Lecce,23,71,DC
K. Agudelo,Spezia,23,71,"AD, COC"
M. Müldür,Sassuolo,23,71,TD
G. Gaetano,Napoli,23,71,"COC, CC"
A. Colpani,Monza,23,71,CC
A. Ismajli,Empoli,23,71,DC
F. Parisi,Empoli,23,71,TS
Kaio Jorge,Juventus,23,71,ATT
C. Okoli,Atalanta,23,71,DC
J. Kiwior,Spezia,23,71,"DC, CDC"
G. Pegolo,Sassuolo,23,70,POR
G. Paletta,Monza,23,70,DC
M. Đurić,Hellas Verona,23,70,ATT
J. Sala,Spezia,23,70,"CDC, TD"
S. Molina,Monza,23,70,"ED, ES"
A. Ceesay,Lecce,23,70,ATT
T. Ebuehi,Empoli,23,70,TD
A. Micai,Salernitana,23,70,POR
N. Haas,Empoli,23,70,CC
J. Baez,Cremonese,23,70,"ED, ES"
C. Pickel,Cremonese,23,70,"CDC, CC"
D. Nikolaou,Spezia,23,70,DC
G. Kastanos,Salernitana,23,70,"COC, CC"
M. Gabbia,Milan,23,70,DC
L. Ranieri,Fiorentina,23,70,"TS, DC"
E. Ebosse,Udinese,23,70,"DC, ASA"
K. Bistrović,Lecce,23,70,"CDC, CC"
L. Ferguson,Bologna,23,70,"CC, CDC"
D. Valencia,Salernitana,23,70,"ATT, AD"
S. Walukiewicz,Empoli,23,70,DC
M. Aké,Juventus,23,70,AS
A. Carboni,Monza,23,70,DC
B. Soppy,Atalanta,23,70,"ADA, ED"
F. Afena-Gyan,Cremonese,23,70,ATT
G. Scalvini,Atalanta,23,70,DC
V. Fiorillo,Salernitana,23,69,POR
W. Falcone,Lecce,23,69,POR
F. Romagna,Sassuolo,23,69,DC
A. Ćorić,Roma,23,69,"COC, CC"
M. Svilar,Roma,23,69,POR
P. Ghiglione,Cremonese,23,69,"ED, TD"
L. Sernicola,Cremonese,23,69,"TD, TS"
R. Marchizza,Sassuolo,23,69,TS
P. Pellegri,Torino,23,69,ATT
E. Botheim,Salernitana,23,69,ATT
M. Léris,Sampdoria,23,69,"CC, ED"
R. Piccoli,Hellas Verona,23,69,ATT
J. Cabal,Hellas Verona,23,69,"TS, DC"
L. Colombo,Lecce,23,69,ATT
M. Marić,Monza,23,69,ATT
E. Valeri,Cremonese,23,69,TS
M. Ruggeri,Atalanta,23,69,"ASA, ES"
D. Samek,Lecce,23,69,"CDC, CC"
A. Zanoli,Napoli,23,69,TD
M. Scozzarella,Monza,23,68,"CC, CDC"
S. Ujkani,Empoli,23,68,POR
D. Ciofani,Cremonese,23,68,ATT
A. Tuia,Lecce,23,68,DC
K. Dermaku,Lecce,23,68,DC
A. Buongiorno,Torino,23,68,DC
K. Askildsen,Lecce,23,68,CC
M. Praszelik,Hellas Verona,23,68,"AT, COC"
N. Zortea,Atalanta,23,68,"ADA, ED, TD"
Félix Correia,Juventus,23,68,"AD, AS"
J. Sosa,Bologna,23,68,"DC, TS"
J. Antiste,Sassuolo,23,68,ATT
L. Samardžić,Udinese,23,68,"COC, CC"
L. Pirola,Salernitana,23,68,DC
L. Lochoshvili,Cremonese,23,68,DC
I. Hien,Hellas Verona,23,68,DC
E. Darboe,Roma,23,68,CDC
E. Bove,Roma,23,68,CC
Y. Kallon,Hellas Verona,23,68,"ED, AD, AT"
M. Soulé,Juventus,23,68,AD
B. Amione,Sampdoria,23,68,DC
N. Ravaglia,Sampdoria,23,67,POR
M. Bourabia,Spezia,23,67,"CDC, CC"
S. Perilli,Hellas Verona,23,67,POR
N. Contini,Sampdoria,23,67,POR
F. Orlando,Salernitana,23,67,"AD, ED"
M. De Luca,Sampdoria,23,67,ATT
P. Hristov,Spezia,23,67,DC
E. Aiwu,Cremonese,23,67,"DC, CDC"
F. Ranocchia,Monza,23,67,"CC, CDC"
S. Sy,Salernitana,23,67,"ASA, ES, TS"
E. Ceïde,Sassuolo,23,67,"ES, AS, ED"
V. Gendrey,Lecce,23,67,TD
Salva Ferrer,Spezia,23,67,"ADA, ED, TD"
A. Terzić,Fiorentina,23,67,TS
M. Juwara,Bologna,23,67,"ATT, AS"
J. Doig,Hellas Verona,23,67,"ASA, ES, TS"
G. Quagliata,Cremonese,23,67,TS
L. Romero,Lazio,23,67,"AD, COC"
G. Ferrarini,Monza,23,67,"TD, ADA"
R. Højlund,Atalanta,23,67,ATT
F. Baschirotto,Lecce,23,67,"TD, DC"
D. Coppola,Hellas Verona,23,67,DC
A. Fontanarosa,Inter,23,67,"DC, TS"
A. Gallo,Lecce,23,66,TS
V. Antov,Monza,23,66,DC
F. Ebosele,Udinese,23,66,"ADA, ED"
Ruan,Sassuolo,23,66,DC
T. Baldanzi,Empoli,23,66,"COC, AT"
M. Zanotti,Inter,23,66,"TD, ED, ADA"
L. Capezzi,Salernitana,23,65,"CC, CDC"
M. Listkowski,Lecce,23,65,"CC, AS"
E. Holm,Spezia,23,65,"ADA, TD, ED"
F. Tsadjout,Cremonese,23,65,"ATT, AD"
D. Maldini,Spezia,23,65,COC
Leandro Sanca,Spezia,23,65,AD
Þ. Helgason,Lecce,23,65,CC
M. Lazetić,Milan,23,65,ATT
N. Cambiaghi,Empoli,23,65,"AS, COC"
L. Banda,Lecce,23,65,AD
I. Sulemana Kakari,Hellas Verona,23,65,"CDC, CC, DC"
M. Chiesa,Hellas Verona,23,65,POR
F. Terracciano,Hellas Verona,23,65,"ED, TD, CC"
M. Adamonis,Lazio,23,64,POR
S. Edera,Torino,23,64,"COC, AT, AD"
A. Nguiamba,Spezia,23,64,"CC, CDC"
J. Björkengren,Lecce,23,64,"CDC, CC"
A. Russo,Sassuolo,23,64,POR
Pablo Rodríguez,Lecce,23,64,"ATT, AS"
B. Oddei,Sassuolo,23,64,ED
D. Strelec,Spezia,23,64,ATT
C. Volpato,Roma,23,64,COC
K. De Winter,Empoli,23,64,"DC, TD"
E. İlkhan,Torino,23,64,"CC, AD, COC"
L. Gemello,Torino,23,64,POR
A. Cortinovis,Hellas Verona,23,64,"CC, COC"
C. Da Graca,Juventus,23,64,ATT
S. Perisan,Empoli,23,63,POR
W. Bianda,Roma,23,63,DC
M. Bleve,Lecce,23,63,POR
M. Garbett,Torino,23,63,"COC, CC"
S. Muratore,Atalanta,23,63,CC
W. Bondo,Monza,23,63,"CC, ED"
T. Milanese,Cremonese,23,63,CC
I. Karamoko,Sassuolo,23,63,ED
Herculano,Empoli,23,63,ATT
M. Ellertsson,Spezia,23,63,"ED, AD"
D. Kasius,Bologna,23,63,"ADA, ED"
A. Raimondo,Bologna,23,63,ATT
A. Sorrentino,Monza,23,63,POR
L. D'Andrea,Sassuolo,23,63,COC
A. Berardi,Hellas Verona,23,62,POR
M. Sarr,Cremonese,23,62,POR
A. Sher,Spezia,23,62,CC
F. Tripi,Roma,23,62,"DC, CDC"
K. Zedadka,Napoli,23,62,"TS, AS"
D. Seck,Torino,23,62,"AD, AT, AS"
Mario Gila,Lazio,23,62,DC
B. Bayeye,Torino,23,62,"ED, ADA"
S. Wade,Torino,23,62,"ASA, ES, TS"
F. Rossi,Atalanta,23,61,POR
T. Segovia,Sampdoria,23,61,"CC, CDC"
J. Fazzini,Empoli,23,61,CC
W. Amey,Bologna,23,61,DC
Joan González,Lecce,23,61,CC
J. Persson,Lecce,23,61,ATT
G. Garofani,Juventus,23,61,POR
M. Cerofolini,Fiorentina,23,60,POR
K. Urbański,Bologna,23,60,"COC, CC"
P. Boer,Roma,23,60,POR
M. Pagliuca,Bologna,23,60,ATT
Gerard Yepes,Sampdoria,23,60,CC
L. Stanga,Milan,23,60,DC
Leonardo Buta,Udinese,23,60,"ASA, ES"
C. Acella,Cremonese,23,60,CC
M. Adopo,Torino,23,59,"CC, CDC, DC"
A. Guessand,Udinese,23,59,DC
J. Abankwah,Udinese,23,59,DC
A. Motoc,Salernitana,23,59,DC
M. Berisha,Lecce,23,59,CC
M. Lemmens,Lecce,23,59,TD
J. Kristoffersen,Salernitana,23,58,ATT
R. Nizet,Lecce,23,58,TS
P. Zovko,Spezia,23,58,POR
S. Angori,Empoli,23,58,"ASA, TS"
A. Bianco,Fiorentina,23,58,CC
M. Ciucci,Lecce,23,57,DC
M. Motolese,Bologna,23,57,DC
M. Ndiaye,Cremonese,23,57,DC
G. Saro,Cremonese,23,56,POR
S. Trimboli,Sampdoria,23,56,CC
N. Bagnolini,Bologna,23,55,POR
A. Iervolino,Salernitana,23,55,CC
J. Ryan,Sassuolo,23,54,"TD, ES"
F. Brancolini,Lecce,23,53,POR
E. Piana,Udinese,23,53,POR
A. Sorrentino,Salernitana,23,53,POR
D. Ciezkowski,Cremonese,23,51,POR
